date,scanner_id,shift,shift_start,shift_end,technologist_id
2023-01-09,SC03,PM,2023-01-09 13:00:00,2023-01-09 21:00:00,TECH02
2023-01-09,SC04,AM,2023-01-09 07:00:00,2023-01-09 15:00:00,TECH11
2023-01-09,SC04,PM,2023-01-09 13:00:00,2023-01-09 21:00:00,TECH13
2023-01-09,SC05,AM,2023-01-09 07:00:00,2023-01-09 15:00:00,TECH09
2023-01-09,SC05,PM,2023-01-09 13:00:00,2023-01-09 21:00:00,TECH03
2023-01-09,SC06,AM,2023-01-09 07:00:00,2023-01-09 15:00:00,TECH07
2023-01-09,SC06,PM,2023-01-09 13:00:00,2023-01-09 21:00:00,TECH19
2023-01-09,SC07,AM,2023-01-09 07:00:00,2023-01-09 15:00:00,TECH11
2023-01-09,SC07,PM,2023-01-09 13:00:00,2023-01-09 21:00:00,TECH07
2023-01-09,SC08,AM,2023-01-09 07:00:00,2023-01-09 15:00:00,TECH16
2023-01-09,SC08,PM,2023-01-09 13:00:00,2023-01-09 21:00:00,TECH13
2023-01-10,SC01,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH15
2023-01-10,SC01,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH05
2023-01-10,SC02,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH09
2023-01-10,SC02,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH05
2023-01-10,SC03,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH08
2023-01-10,SC03,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH18
2023-01-10,SC04,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH18
2023-01-10,SC04,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH09
2023-01-10,SC05,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH19
2023-01-10,SC05,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH14
2023-01-10,SC06,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH19
2023-01-10,SC06,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH13
2023-01-10,SC07,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH12
2023-01-10,SC07,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH08
2023-01-10,SC08,AM,2023-01-10 07:00:00,2023-01-10 15:00:00,TECH05
2023-01-10,SC08,PM,2023-01-10 13:00:00,2023-01-10 21:00:00,TECH17
2023-01-11,SC01,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH16
2023-01-11,SC01,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH03
2023-01-11,SC02,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH02
2023-01-11,SC02,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH04
2023-01-11,SC03,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH05
2023-01-11,SC03,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH06
2023-01-11,SC04,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH14
2023-01-11,SC04,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH20
2023-01-11,SC05,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH03
2023-01-11,SC05,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH13
2023-01-11,SC06,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH13
2023-01-11,SC06,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH20
2023-01-11,SC07,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH15
2023-01-11,SC07,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH17
2023-01-11,SC08,AM,2023-01-11 07:00:00,2023-01-11 15:00:00,TECH09
2023-01-11,SC08,PM,2023-01-11 13:00:00,2023-01-11 21:00:00,TECH18
2023-01-12,SC01,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH01
2023-01-12,SC01,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH04
2023-01-12,SC02,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH18
2023-01-12,SC02,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH09
2023-01-12,SC03,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH11
2023-01-12,SC03,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH04
2023-01-12,SC04,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH10
2023-01-12,SC04,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH14
2023-01-12,SC05,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH06
2023-01-12,SC05,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH15
2023-01-12,SC06,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH01
2023-01-12,SC06,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH09
2023-01-12,SC07,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH17
2023-01-12,SC07,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH06
2023-01-12,SC08,AM,2023-01-12 07:00:00,2023-01-12 15:00:00,TECH17
2023-01-12,SC08,PM,2023-01-12 13:00:00,2023-01-12 21:00:00,TECH04
2023-01-13,SC01,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH10
2023-01-13,SC01,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH17
2023-01-13,SC02,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH20
2023-01-13,SC02,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH07
2023-01-13,SC03,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH05
2023-01-13,SC03,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH12
2023-01-13,SC04,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH06
2023-01-13,SC04,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH18
2023-01-13,SC05,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH17
2023-01-13,SC05,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH01
2023-01-13,SC06,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH20
2023-01-13,SC06,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH11
2023-01-13,SC07,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH16
2023-01-13,SC07,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH01
2023-01-13,SC08,AM,2023-01-13 07:00:00,2023-01-13 15:00:00,TECH04
2023-01-13,SC08,PM,2023-01-13 13:00:00,2023-01-13 21:00:00,TECH12
2023-01-16,SC01,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH10
2023-01-16,SC01,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH08
2023-01-16,SC02,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH02
2023-01-16,SC02,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH08
2023-01-16,SC03,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH19
2023-01-16,SC03,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH03
2023-01-16,SC04,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH03
2023-01-16,SC04,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH16
2023-01-16,SC05,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH03
2023-01-16,SC05,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH18
2023-01-16,SC06,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH05
2023-01-16,SC06,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH05
2023-01-16,SC07,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH16
2023-01-16,SC07,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH18
2023-01-16,SC08,AM,2023-01-16 07:00:00,2023-01-16 15:00:00,TECH06
2023-01-16,SC08,PM,2023-01-16 13:00:00,2023-01-16 21:00:00,TECH09
2023-01-17,SC01,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH17
2023-01-17,SC01,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH20
2023-01-17,SC02,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH14
2023-01-17,SC02,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH07
2023-01-17,SC03,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH18
2023-01-17,SC03,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH07
2023-01-17,SC04,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH10
2023-01-17,SC04,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH13
2023-01-17,SC05,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH12
2023-01-17,SC05,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH15
2023-01-17,SC06,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH17
2023-01-17,SC06,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH15
2023-01-17,SC07,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH04
2023-01-17,SC07,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH08
2023-01-17,SC08,AM,2023-01-17 07:00:00,2023-01-17 15:00:00,TECH08
2023-01-17,SC08,PM,2023-01-17 13:00:00,2023-01-17 21:00:00,TECH03
2023-01-18,SC01,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH11
2023-01-18,SC01,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH01
2023-01-18,SC02,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH19
2023-01-18,SC02,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH18
2023-01-18,SC03,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH08
2023-01-18,SC03,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH19
2023-01-18,SC04,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH08
2023-01-18,SC04,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH01
2023-01-18,SC05,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH03
2023-01-18,SC05,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH02
2023-01-18,SC06,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH08
2023-01-18,SC06,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH03
2023-01-18,SC07,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH02
2023-01-18,SC07,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH11
2023-01-18,SC08,AM,2023-01-18 07:00:00,2023-01-18 15:00:00,TECH03
2023-01-18,SC08,PM,2023-01-18 13:00:00,2023-01-18 21:00:00,TECH17
2023-01-19,SC01,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH08
2023-01-19,SC01,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH09
2023-01-19,SC02,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH16
2023-01-19,SC02,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH07
2023-01-19,SC03,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH18
2023-01-19,SC03,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH05
2023-01-19,SC04,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH19
2023-01-19,SC04,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH19
2023-01-19,SC05,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH16
2023-01-19,SC05,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH08
2023-01-19,SC06,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH16
2023-01-19,SC06,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH14
2023-01-19,SC07,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH07
2023-01-19,SC07,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH04
2023-01-19,SC08,AM,2023-01-19 07:00:00,2023-01-19 15:00:00,TECH04
2023-01-19,SC08,PM,2023-01-19 13:00:00,2023-01-19 21:00:00,TECH14
2023-01-20,SC01,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH12
2023-01-20,SC01,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH14
2023-01-20,SC02,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH14
2023-01-20,SC02,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH15
2023-01-20,SC03,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH02
2023-01-20,SC03,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH04
2023-01-20,SC04,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH02
2023-01-20,SC04,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH13
2023-01-20,SC05,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH11
2023-01-20,SC05,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH04
2023-01-20,SC06,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH08
2023-01-20,SC06,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH07
2023-01-20,SC07,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH07
2023-01-20,SC07,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH18
2023-01-20,SC08,AM,2023-01-20 07:00:00,2023-01-20 15:00:00,TECH15
2023-01-20,SC08,PM,2023-01-20 13:00:00,2023-01-20 21:00:00,TECH05
2023-01-23,SC01,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH14
2023-01-23,SC01,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH06
2023-01-23,SC02,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH09
2023-01-23,SC02,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH15
2023-01-23,SC03,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH08
2023-01-23,SC03,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH03
2023-01-23,SC04,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH15
2023-01-23,SC04,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH18
2023-01-23,SC05,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH04
2023-01-23,SC05,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH02
2023-01-23,SC06,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH18
2023-01-23,SC06,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH01
2023-01-23,SC07,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH03
2023-01-23,SC07,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH08
2023-01-23,SC08,AM,2023-01-23 07:00:00,2023-01-23 15:00:00,TECH06
2023-01-23,SC08,PM,2023-01-23 13:00:00,2023-01-23 21:00:00,TECH14
2023-01-24,SC01,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH16
2023-01-24,SC01,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH16
2023-01-24,SC02,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH07
2023-01-24,SC02,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH13
2023-01-24,SC03,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH02
2023-01-24,SC03,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH06
2023-01-24,SC04,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH13
2023-01-24,SC04,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH01
2023-01-24,SC05,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH13
2023-01-24,SC05,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH09
2023-01-24,SC06,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH15
2023-01-24,SC06,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH10
2023-01-24,SC07,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH14
2023-01-24,SC07,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH18
2023-01-24,SC08,AM,2023-01-24 07:00:00,2023-01-24 15:00:00,TECH16
2023-01-24,SC08,PM,2023-01-24 13:00:00,2023-01-24 21:00:00,TECH05
2023-01-25,SC01,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH07
2023-01-25,SC01,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH10
2023-01-25,SC02,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH07
2023-01-25,SC02,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH02
2023-01-25,SC03,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH19
2023-01-25,SC03,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH18
2023-01-25,SC04,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH02
2023-01-25,SC04,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH11
2023-01-25,SC05,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH02
2023-01-25,SC05,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH02
2023-01-25,SC06,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH19
2023-01-25,SC06,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH16
2023-01-25,SC07,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH17
2023-01-25,SC07,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH17
2023-01-25,SC08,AM,2023-01-25 07:00:00,2023-01-25 15:00:00,TECH06
2023-01-25,SC08,PM,2023-01-25 13:00:00,2023-01-25 21:00:00,TECH02
2023-01-26,SC01,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH17
2023-01-26,SC01,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH03
2023-01-26,SC02,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH06
2023-01-26,SC02,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH03
2023-01-26,SC03,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH20
2023-01-26,SC03,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH03
2023-01-26,SC04,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH08
2023-01-26,SC04,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH13
2023-01-26,SC05,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH04
2023-01-26,SC05,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH19
2023-01-26,SC06,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH08
2023-01-26,SC06,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH19
2023-01-26,SC07,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH20
2023-01-26,SC07,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH02
2023-01-26,SC08,AM,2023-01-26 07:00:00,2023-01-26 15:00:00,TECH20
2023-01-26,SC08,PM,2023-01-26 13:00:00,2023-01-26 21:00:00,TECH03
2023-01-27,SC01,AM,2023-01-27 07:00:00,2023-01-27 15:00:00,TECH14
2023-01-27,SC01,PM,2023-01-27 13:00:00,2023-01-27 21:00:00,TECH19
2023-01-27,SC02,AM,2023-01-27 07:00:00,2023-01-27 15:00:00,TECH19
2023-01-27,SC02,PM,2023-01-27 13:00:00,2023-01-27 21:00:00,TECH17
2023-01-27,SC03,AM,2023-01-27 07:00:00,2023-01-27 15:00:00,TECH11
